Integrand,lower bound of integral,upper bound of integral,Value of Integral,W Term 1,W Term 2,W Term 3,D Term 1,D Term 2
-19683*(x - 1)**3*(x + 1/3)**3*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-150903/1281280,wjp1o6,wjp1o6,wjp1o6,dwjm1o2,dwjm1o6
6561*(x - 1)**2*(x - 1/3)*(x + 1/3)**3*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-38151/2562560,wjp1o2,wjp1o6,wjp1o6,dwjm1o2,dwjm1o6
2187*(x - 1)**2*(x - 1/3)**2*(x + 1/3)**3*(x + 1)**2*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,25029/2562560,wjm1o2,wjp1o2,wjp1o6,dwjm1o2,dwjm1o6
-6561*(x - 1)**2*(x - 1/3)**2*(x + 1/3)**2*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,47871/2562560,wjm1o6,wjp1o2,wjp1o6,dwjm1o2,dwjm1o6
6561*(x - 1)**2*(x - 1/3)*(x + 1/3)**3*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-38151/2562560,wjp1o6,wjp1o2,wjp1o6,dwjm1o2,dwjm1o6
-2187*(x - 1)*(x - 1/3)**2*(x + 1/3)**3*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-2781/197120,wjp1o2,wjp1o2,wjp1o6,dwjm1o2,dwjm1o6
729*(x - 1)**2*(x - 1/3)**3*(x + 1/3)**3*(x + 1)*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-83751/2562560,wjm1o2,wjm1o2,wjp1o2,dwjm1o2,dwjm1o6
-2187*(x - 1)**2*(x - 1/3)**3*(x + 1/3)**2*(x + 1)**2*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-13203/512512,wjm1o6,wjm1o2,wjp1o2,dwjm1o2,dwjm1o6
2187*(x - 1)**2*(x - 1/3)**2*(x + 1/3)**3*(x + 1)**2*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,25029/2562560,wjp1o6,wjm1o2,wjp1o2,dwjm1o2,dwjm1o6
-729*(x - 1)*(x - 1/3)**3*(x + 1/3)**3*(x + 1)**2*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-9579/2562560,wjp1o2,wjm1o2,wjp1o2,dwjm1o2,dwjm1o6
-2187*(x - 1)**2*(x - 1/3)**3*(x + 1/3)**2*(x + 1)**2*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-13203/512512,wjm1o2,wjm1o6,wjp1o2,dwjm1o2,dwjm1o6
6561*(x - 1)**2*(x - 1/3)**3*(x + 1/3)*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-7047/183040,wjm1o6,wjm1o6,wjp1o2,dwjm1o2,dwjm1o6
-6561*(x - 1)**2*(x - 1/3)**2*(x + 1/3)**2*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,47871/2562560,wjp1o6,wjm1o6,wjp1o2,dwjm1o2,dwjm1o6
2187*(x - 1)*(x - 1/3)**3*(x + 1/3)**2*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,459/116480,wjp1o2,wjm1o6,wjp1o2,dwjm1o2,dwjm1o6
2187*(x - 1)**2*(x - 1/3)**2*(x + 1/3)**3*(x + 1)**2*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,25029/2562560,wjm1o2,wjp1o6,wjp1o2,dwjm1o2,dwjm1o6
-6561*(x - 1)**2*(x - 1/3)**2*(x + 1/3)**2*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,47871/2562560,wjm1o6,wjp1o6,wjp1o2,dwjm1o2,dwjm1o6
6561*(x - 1)**2*(x - 1/3)*(x + 1/3)**3*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-38151/2562560,wjp1o6,wjp1o6,wjp1o2,dwjm1o2,dwjm1o6
-2187*(x - 1)*(x - 1/3)**2*(x + 1/3)**3*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-2781/197120,wjp1o2,wjp1o6,wjp1o2,dwjm1o2,dwjm1o6
-729*(x - 1)*(x - 1/3)**3*(x + 1/3)**3*(x + 1)**2*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-9579/2562560,wjm1o2,wjp1o2,wjp1o2,dwjm1o2,dwjm1o6
2187*(x - 1)*(x - 1/3)**3*(x + 1/3)**2*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,459/116480,wjm1o6,wjp1o2,wjp1o2,dwjm1o2,dwjm1o6
-2187*(x - 1)*(x - 1/3)**2*(x + 1/3)**3*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-2781/197120,wjp1o6,wjp1o2,wjp1o2,dwjm1o2,dwjm1o6
729*(x - 1/3)**3*(x + 1/3)**3*(x + 1)**3*((3/16 - 9*x/16)*(x + 1/3) + (9/16 - 9*x/16)*(x - 1/3) + (9/16 - 9*x/16)*(x + 1/3))*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))/4096,-1,1,-6939/116480,wjp1o2,wjp1o2,wjp1o2,dwjm1o2,dwjm1o6
-729*(x - 1)**3*(x - 1/3)**3*(x + 1/3)**3*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,323217/232960,wjm1o2,wjm1o2,wjm1o2,dwjm1o6,dwjm1o6
2187*(x - 1)**3*(x - 1/3)**3*(x + 1/3)**2*(x + 1)*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,619407/1281280,wjm1o6,wjm1o2,wjm1o2,dwjm1o6,dwjm1o6
-2187*(x - 1)**3*(x - 1/3)**2*(x + 1/3)**3*(x + 1)*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,-543591/2562560,wjp1o6,wjm1o2,wjm1o2,dwjm1o6,dwjm1o6
729*(x - 1)**2*(x - 1/3)**3*(x + 1/3)**3*(x + 1)*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,4563/98560,wjp1o2,wjm1o2,wjm1o2,dwjm1o6,dwjm1o6
2187*(x - 1)**3*(x - 1/3)**3*(x + 1/3)**2*(x + 1)*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,619407/1281280,wjm1o2,wjm1o6,wjm1o2,dwjm1o6,dwjm1o6
-6561*(x - 1)**3*(x - 1/3)**3*(x + 1/3)*(x + 1)**2*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,6561/18304,wjm1o6,wjm1o6,wjm1o2,dwjm1o6,dwjm1o6
6561*(x - 1)**3*(x - 1/3)**2*(x + 1/3)**2*(x + 1)**2*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,-2187/12320,wjp1o6,wjm1o6,wjm1o2,dwjm1o6,dwjm1o6
-2187*(x - 1)**2*(x - 1/3)**3*(x + 1/3)**2*(x + 1)**2*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,243/7280,wjp1o2,wjm1o6,wjm1o2,dwjm1o6,dwjm1o6
-2187*(x - 1)**3*(x - 1/3)**2*(x + 1/3)**3*(x + 1)*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,-543591/2562560,wjm1o2,wjp1o6,wjm1o2,dwjm1o6,dwjm1o6
6561*(x - 1)**3*(x - 1/3)**2*(x + 1/3)**2*(x + 1)**2*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,-2187/12320,wjm1o6,wjp1o6,wjm1o2,dwjm1o6,dwjm1o6
-6561*(x - 1)**3*(x - 1/3)*(x + 1/3)**3*(x + 1)**2*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,133407/2562560,wjp1o6,wjp1o6,wjm1o2,dwjm1o6,dwjm1o6
2187*(x - 1)**2*(x - 1/3)**2*(x + 1/3)**3*(x + 1)**2*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,-243/32032,wjp1o2,wjp1o6,wjm1o2,dwjm1o6,dwjm1o6
729*(x - 1)**2*(x - 1/3)**3*(x + 1/3)**3*(x + 1)*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,4563/98560,wjm1o2,wjp1o2,wjm1o2,dwjm1o6,dwjm1o6
-2187*(x - 1)**2*(x - 1/3)**3*(x + 1/3)**2*(x + 1)**2*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,243/7280,wjm1o6,wjp1o2,wjm1o2,dwjm1o6,dwjm1o6
2187*(x - 1)**2*(x - 1/3)**2*(x + 1/3)**3*(x + 1)**2*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,-243/32032,wjp1o6,wjp1o2,wjm1o2,dwjm1o6,dwjm1o6
-729*(x - 1)*(x - 1/3)**3*(x + 1/3)**3*(x + 1)**2*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,6291/640640,wjp1o2,wjp1o2,wjm1o2,dwjm1o6,dwjm1o6
2187*(x - 1)**3*(x - 1/3)**3*(x + 1/3)**2*(x + 1)*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,619407/1281280,wjm1o2,wjm1o2,wjm1o6,dwjm1o6,dwjm1o6
-6561*(x - 1)**3*(x - 1/3)**3*(x + 1/3)*(x + 1)**2*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,6561/18304,wjm1o6,wjm1o2,wjm1o6,dwjm1o6,dwjm1o6
6561*(x - 1)**3*(x - 1/3)**2*(x + 1/3)**2*(x + 1)**2*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,-2187/12320,wjp1o6,wjm1o2,wjm1o6,dwjm1o6,dwjm1o6
-2187*(x - 1)**2*(x - 1/3)**3*(x + 1/3)**2*(x + 1)**2*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,243/7280,wjp1o2,wjm1o2,wjm1o6,dwjm1o6,dwjm1o6
-6561*(x - 1)**3*(x - 1/3)**3*(x + 1/3)*(x + 1)**2*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,6561/18304,wjm1o2,wjm1o6,wjm1o6,dwjm1o6,dwjm1o6
19683*(x - 1)**3*(x - 1/3)**3*(x + 1)**3*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,85293/98560,wjm1o6,wjm1o6,wjm1o6,dwjm1o6,dwjm1o6
-19683*(x - 1)**3*(x - 1/3)**2*(x + 1/3)*(x + 1)**3*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,-6561/640640,wjp1o6,wjm1o6,wjm1o6,dwjm1o6,dwjm1o6
6561*(x - 1)**2*(x - 1/3)**3*(x + 1/3)*(x + 1)**3*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,37179/1281280,wjp1o2,wjm1o6,wjm1o6,dwjm1o6,dwjm1o6
6561*(x - 1)**3*(x - 1/3)**2*(x + 1/3)**2*(x + 1)**2*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,-2187/12320,wjm1o2,wjp1o6,wjm1o6,dwjm1o6,dwjm1o6
-19683*(x - 1)**3*(x - 1/3)**2*(x + 1/3)*(x + 1)**3*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,-6561/640640,wjm1o6,wjp1o6,wjm1o6,dwjm1o6,dwjm1o6
19683*(x - 1)**3*(x - 1/3)*(x + 1/3)**2*(x + 1)**3*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,282123/1281280,wjp1o6,wjp1o6,wjm1o6,dwjm1o6,dwjm1o6
-6561*(x - 1)**2*(x - 1/3)**2*(x + 1/3)**2*(x + 1)**3*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,-2187/40040,wjp1o2,wjp1o6,wjm1o6,dwjm1o6,dwjm1o6
-2187*(x - 1)**2*(x - 1/3)**3*(x + 1/3)**2*(x + 1)**2*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,243/7280,wjm1o2,wjp1o2,wjm1o6,dwjm1o6,dwjm1o6
6561*(x - 1)**2*(x - 1/3)**3*(x + 1/3)*(x + 1)**3*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,37179/1281280,wjm1o6,wjp1o2,wjm1o6,dwjm1o6,dwjm1o6
-6561*(x - 1)**2*(x - 1/3)**2*(x + 1/3)**2*(x + 1)**3*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,-2187/40040,wjp1o6,wjp1o2,wjm1o6,dwjm1o6,dwjm1o6
2187*(x - 1)*(x - 1/3)**3*(x + 1/3)**2*(x + 1)**3*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,-7047/256256,wjp1o2,wjp1o2,wjm1o6,dwjm1o6,dwjm1o6
-2187*(x - 1)**3*(x - 1/3)**2*(x + 1/3)**3*(x + 1)*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,-543591/2562560,wjm1o2,wjm1o2,wjp1o6,dwjm1o6,dwjm1o6
6561*(x - 1)**3*(x - 1/3)**2*(x + 1/3)**2*(x + 1)**2*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,-2187/12320,wjm1o6,wjm1o2,wjp1o6,dwjm1o6,dwjm1o6
-6561*(x - 1)**3*(x - 1/3)*(x + 1/3)**3*(x + 1)**2*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,133407/2562560,wjp1o6,wjm1o2,wjp1o6,dwjm1o6,dwjm1o6
2187*(x - 1)**2*(x - 1/3)**2*(x + 1/3)**3*(x + 1)**2*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,-243/32032,wjp1o2,wjm1o2,wjp1o6,dwjm1o6,dwjm1o6
6561*(x - 1)**3*(x - 1/3)**2*(x + 1/3)**2*(x + 1)**2*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,-2187/12320,wjm1o2,wjm1o6,wjp1o6,dwjm1o6,dwjm1o6
-19683*(x - 1)**3*(x - 1/3)**2*(x + 1/3)*(x + 1)**3*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,-6561/640640,wjm1o6,wjm1o6,wjp1o6,dwjm1o6,dwjm1o6
19683*(x - 1)**3*(x - 1/3)*(x + 1/3)**2*(x + 1)**3*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,282123/1281280,wjp1o6,wjm1o6,wjp1o6,dwjm1o6,dwjm1o6
-6561*(x - 1)**2*(x - 1/3)**2*(x + 1/3)**2*(x + 1)**3*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,-2187/40040,wjp1o2,wjm1o6,wjp1o6,dwjm1o6,dwjm1o6
-6561*(x - 1)**3*(x - 1/3)*(x + 1/3)**3*(x + 1)**2*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,133407/2562560,wjm1o2,wjp1o6,wjp1o6,dwjm1o6,dwjm1o6
19683*(x - 1)**3*(x - 1/3)*(x + 1/3)**2*(x + 1)**3*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,282123/1281280,wjm1o6,wjp1o6,wjp1o6,dwjm1o6,dwjm1o6
-19683*(x - 1)**3*(x + 1/3)**3*(x + 1)**3*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,478953/512512,wjp1o6,wjp1o6,wjp1o6,dwjm1o6,dwjm1o6
6561*(x - 1)**2*(x - 1/3)*(x + 1/3)**3*(x + 1)**3*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,6561/183040,wjp1o2,wjp1o6,wjp1o6,dwjm1o6,dwjm1o6
2187*(x - 1)**2*(x - 1/3)**2*(x + 1/3)**3*(x + 1)**2*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,-243/32032,wjm1o2,wjp1o2,wjp1o6,dwjm1o6,dwjm1o6
-6561*(x - 1)**2*(x - 1/3)**2*(x + 1/3)**2*(x + 1)**3*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,-2187/40040,wjm1o6,wjp1o2,wjp1o6,dwjm1o6,dwjm1o6
6561*(x - 1)**2*(x - 1/3)*(x + 1/3)**3*(x + 1)**3*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,6561/183040,wjp1o6,wjp1o2,wjp1o6,dwjm1o6,dwjm1o6
-2187*(x - 1)*(x - 1/3)**2*(x + 1/3)**3*(x + 1)**3*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,46899/640640,wjp1o2,wjp1o2,wjp1o6,dwjm1o6,dwjm1o6
729*(x - 1)**2*(x - 1/3)**3*(x + 1/3)**3*(x + 1)*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,4563/98560,wjm1o2,wjm1o2,wjp1o2,dwjm1o6,dwjm1o6
-2187*(x - 1)**2*(x - 1/3)**3*(x + 1/3)**2*(x + 1)**2*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,243/7280,wjm1o6,wjm1o2,wjp1o2,dwjm1o6,dwjm1o6
2187*(x - 1)**2*(x - 1/3)**2*(x + 1/3)**3*(x + 1)**2*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,-243/32032,wjp1o6,wjm1o2,wjp1o2,dwjm1o6,dwjm1o6
-729*(x - 1)*(x - 1/3)**3*(x + 1/3)**3*(x + 1)**2*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,6291/640640,wjp1o2,wjm1o2,wjp1o2,dwjm1o6,dwjm1o6
-2187*(x - 1)**2*(x - 1/3)**3*(x + 1/3)**2*(x + 1)**2*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,243/7280,wjm1o2,wjm1o6,wjp1o2,dwjm1o6,dwjm1o6
6561*(x - 1)**2*(x - 1/3)**3*(x + 1/3)*(x + 1)**3*((x - 1)*(27*x/16 + 27/16) + (x - 1/3)*(27*x/16 - 27/16) + (x - 1/3)*(27*x/16 + 27/16))**2/4096,-1,1,37179/1281280,wjm1o6,wjm1o6,wjp1o2,dwjm1o6,dwjm1o6
